locus_tag	ftype	length_bp	gene	EC_number	COG	product
PAKPHHPE_00878	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
PAKPHHPE_00879	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
PAKPHHPE_00880	CDS	1071	degS	3.4.21.107	COG0265	Serine endoprotease DegS
PAKPHHPE_00881	CDS	699	citG_1	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PAKPHHPE_00882	CDS	342				hypothetical protein
PAKPHHPE_00883	CDS	255	oadG_1	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
PAKPHHPE_00884	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
PAKPHHPE_00885	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
PAKPHHPE_00886	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
PAKPHHPE_00887	CDS	666				hypothetical protein
PAKPHHPE_00888	CDS	630				hypothetical protein
PAKPHHPE_00889	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
PAKPHHPE_00890	CDS	471	argR_1		COG1438	Arginine repressor
PAKPHHPE_00891	CDS	264				hypothetical protein
PAKPHHPE_00892	CDS	267				hypothetical protein
PAKPHHPE_00893	CDS	273	yhcO		COG2732	putative protein YhcO
PAKPHHPE_00894	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
PAKPHHPE_00895	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PAKPHHPE_00896	CDS	204	aaeX			Protein AaeX
PAKPHHPE_00897	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
PAKPHHPE_00898	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
PAKPHHPE_00899	CDS	3801				hypothetical protein
PAKPHHPE_00900	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
PAKPHHPE_00901	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
PAKPHHPE_00902	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
PAKPHHPE_00903	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
PAKPHHPE_00904	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
PAKPHHPE_00905	CDS	1941	csrD			RNase E specificity factor CsrD
PAKPHHPE_00906	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
PAKPHHPE_00907	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PAKPHHPE_00908	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
PAKPHHPE_00909	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
PAKPHHPE_00910	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
PAKPHHPE_00911	CDS	243	yhdT		COG3924	putative membrane protein YhdT
PAKPHHPE_00912	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
PAKPHHPE_00913	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
PAKPHHPE_00914	CDS	144				hypothetical protein
PAKPHHPE_00915	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
PAKPHHPE_00916	CDS	297	fis		COG2901	DNA-binding protein Fis
PAKPHHPE_00917	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
PAKPHHPE_00918	CDS	165				hypothetical protein
PAKPHHPE_00919	CDS	2100			COG2200	putative signaling protein
PAKPHHPE_00920	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
PAKPHHPE_00921	CDS	1158	acrE			Multidrug export protein AcrE
PAKPHHPE_00922	CDS	3114	acrF		COG0841	Multidrug export protein AcrF
PAKPHHPE_00923	CDS	222				hypothetical protein
PAKPHHPE_00924	rRNA	111				5S ribosomal RNA
PAKPHHPE_00925	tRNA	76				tRNA-Thr(ggt)
PAKPHHPE_00926	rRNA	83				5S ribosomal RNA (partial)
PAKPHHPE_00927	CDS	1104	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
PAKPHHPE_00928	CDS	1281	yjhB_1			Putative metabolite transport protein YjhB
PAKPHHPE_00929	CDS	693	kdgM_1			Oligogalacturonate-specific porin KdgM
PAKPHHPE_00930	CDS	1149	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
PAKPHHPE_00931	CDS	681	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
PAKPHHPE_00932	CDS	1497	sglT			Sodium/glucose cotransporter
PAKPHHPE_00933	CDS	882	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
PAKPHHPE_00934	CDS	789	phoH		COG1702	Protein PhoH
PAKPHHPE_00935	CDS	297				hypothetical protein
PAKPHHPE_00936	CDS	1509	putP		COG0591	Sodium/proline symporter
PAKPHHPE_00937	CDS	3963	putA			Bifunctional protein PutA
PAKPHHPE_00938	CDS	396				hypothetical protein
PAKPHHPE_00939	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
PAKPHHPE_00940	CDS	168				hypothetical protein
PAKPHHPE_00941	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
PAKPHHPE_00942	CDS	228	yccJ			putative protein YccJ
PAKPHHPE_00943	CDS	1242	agp	3.1.3.10		Glucose-1-phosphatase
PAKPHHPE_00944	CDS	507	resA			Thiol-disulfide oxidoreductase ResA
PAKPHHPE_00945	CDS	624				hypothetical protein
PAKPHHPE_00946	CDS	1887	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
PAKPHHPE_00947	CDS	363				hypothetical protein
PAKPHHPE_00948	CDS	921	cbpA		COG2214	Curved DNA-binding protein
PAKPHHPE_00949	CDS	306	cbpM			Chaperone modulatory protein CbpM
PAKPHHPE_00950	CDS	363	iraM			Anti-adapter protein IraM
PAKPHHPE_00951	CDS	939	rnz	3.1.26.11	COG1234	Ribonuclease Z
PAKPHHPE_00952	CDS	897	rhaR_2			HTH-type transcriptional activator RhaR
PAKPHHPE_00953	CDS	1377	ttuB_2			Putative tartrate transporter
PAKPHHPE_00954	CDS	792	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
PAKPHHPE_00955	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
PAKPHHPE_00956	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
PAKPHHPE_00957	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
PAKPHHPE_00958	CDS	1467	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
PAKPHHPE_00959	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
PAKPHHPE_00960	CDS	441	farR			HTH-type transcriptional regulator FarR
PAKPHHPE_00961	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
PAKPHHPE_00962	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
PAKPHHPE_00963	CDS	411	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
PAKPHHPE_00964	CDS	738	hprR		COG0745	Transcriptional regulatory protein HprR
PAKPHHPE_00965	CDS	1365	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
PAKPHHPE_00966	CDS	1563				hypothetical protein
PAKPHHPE_00967	CDS	111				hypothetical protein
PAKPHHPE_00968	CDS	1686	sopB	3.1.3.-		Inositol phosphate phosphatase SopB
PAKPHHPE_00969	CDS	342	sigE			Chaperone protein SigE
PAKPHHPE_00970	CDS	876	pipB		COG1357	Secreted effector protein PipB
PAKPHHPE_00971	CDS	681				hypothetical protein
PAKPHHPE_00972	tRNA	88				tRNA-Ser(tga)
PAKPHHPE_00973	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
PAKPHHPE_00974	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
PAKPHHPE_00975	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
PAKPHHPE_00976	CDS	789				hypothetical protein
PAKPHHPE_00977	CDS	549				hypothetical protein
PAKPHHPE_00978	CDS	1212	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PAKPHHPE_00979	CDS	318	hspQ		COG3785	Heat shock protein HspQ
PAKPHHPE_00980	CDS	414	yccU		COG1832	putative protein YccU
PAKPHHPE_00981	CDS	663				hypothetical protein
PAKPHHPE_00982	CDS	459	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
PAKPHHPE_00983	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
PAKPHHPE_00984	CDS	447	yccF		COG3304	Inner membrane protein YccF
PAKPHHPE_00985	CDS	2154	yccS		COG1289	Inner membrane protein YccS
PAKPHHPE_00986	CDS	606	sxy		COG3070	Protein Sxy
PAKPHHPE_00987	CDS	510	sulA		COG5404	Cell division inhibitor SulA
PAKPHHPE_00988	CDS	1053	ompA		COG2885	Outer membrane protein A
PAKPHHPE_00989	CDS	453	matP		COG3120	Macrodomain Ter protein
PAKPHHPE_00990	CDS	1761	lon_1	3.4.21.53		Lon protease
PAKPHHPE_00991	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
PAKPHHPE_00992	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
PAKPHHPE_00993	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
PAKPHHPE_00994	CDS	1254	pqiA		COG2995	Intermembrane transport protein PqiA
PAKPHHPE_00995	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
PAKPHHPE_00996	CDS	2109	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
PAKPHHPE_00997	CDS	1110	ycbX		COG0633	putative protein YcbX
PAKPHHPE_00998	CDS	543	zapC			Cell division protein ZapC
PAKPHHPE_00999	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PAKPHHPE_01000	CDS	2613	pepN	3.4.11.2	COG0308	Aminopeptidase N
PAKPHHPE_01001	CDS	255				hypothetical protein
PAKPHHPE_01002	CDS	687				hypothetical protein
PAKPHHPE_01003	CDS	627	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
PAKPHHPE_01004	CDS	249				IS66 family transposase ISSfl3
PAKPHHPE_01005	CDS	969	sseI			Secreted effector protein SseI
PAKPHHPE_01006	CDS	246				IS200/IS605 family transposase IS200F
PAKPHHPE_01007	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
PAKPHHPE_01008	CDS	480	pduV_1		COG4917	Propanediol utilization protein PduV
PAKPHHPE_01009	CDS	690	eutQ		COG4766	Ethanolamine utilization protein EutQ
PAKPHHPE_01010	CDS	804				hypothetical protein
PAKPHHPE_01011	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
PAKPHHPE_01012	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
PAKPHHPE_01013	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
PAKPHHPE_01014	CDS	1404	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
PAKPHHPE_01015	CDS	840	ftsA_1			Cell division protein FtsA
PAKPHHPE_01016	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
PAKPHHPE_01017	CDS	1227				hypothetical protein
PAKPHHPE_01018	CDS	1404				hypothetical protein
PAKPHHPE_01019	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
PAKPHHPE_01020	CDS	897	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
PAKPHHPE_01021	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
PAKPHHPE_01022	CDS	495	eutK		COG4577	Ethanolamine utilization protein EutK
PAKPHHPE_01023	CDS	969				hypothetical protein
PAKPHHPE_01024	CDS	1278				hypothetical protein
PAKPHHPE_01025	CDS	330				hypothetical protein
PAKPHHPE_01026	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
PAKPHHPE_01027	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
PAKPHHPE_01028	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
PAKPHHPE_01029	CDS	450	yfeZ			Inner membrane protein YfeZ
PAKPHHPE_01030	CDS	576	yfeY			putative protein YfeY
PAKPHHPE_01031	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
PAKPHHPE_01032	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
PAKPHHPE_01033	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
PAKPHHPE_01034	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
PAKPHHPE_01035	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
PAKPHHPE_01036	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PAKPHHPE_01037	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
PAKPHHPE_01038	CDS	540				hypothetical protein
PAKPHHPE_01039	CDS	363				hypothetical protein
PAKPHHPE_01040	CDS	720				hypothetical protein
PAKPHHPE_01041	CDS	1293	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
PAKPHHPE_01042	CDS	867	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
PAKPHHPE_01043	CDS	240				hypothetical protein
PAKPHHPE_01044	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
PAKPHHPE_01045	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PAKPHHPE_01046	CDS	258	ptsH_2		COG1925	Phosphocarrier protein HPr
PAKPHHPE_01047	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
PAKPHHPE_01048	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
PAKPHHPE_01049	CDS	987	zipA		COG3115	Cell division protein ZipA
PAKPHHPE_01050	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
PAKPHHPE_01051	CDS	219				hypothetical protein
PAKPHHPE_01052	CDS	999				hypothetical protein
PAKPHHPE_01053	CDS	927	oxyR_1			Hydrogen peroxide-inducible genes activator
PAKPHHPE_01054	CDS	762				hypothetical protein
PAKPHHPE_01055	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
PAKPHHPE_01056	CDS	1257	xapB			Xanthosine permease
PAKPHHPE_01057	CDS	159				hypothetical protein
PAKPHHPE_01058	CDS	885	hcaR_1			Hca operon transcriptional activator HcaR
PAKPHHPE_01059	tRNA	76				tRNA-Lys(ttt)
PAKPHHPE_01060	tRNA	76				tRNA-Val(tac)
PAKPHHPE_01061	tRNA	76				tRNA-Val(tac)
PAKPHHPE_01062	tRNA	76				tRNA-Val(tac)
PAKPHHPE_01063	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PAKPHHPE_01064	CDS	372				hypothetical protein
PAKPHHPE_01065	CDS	363				hypothetical protein
PAKPHHPE_01066	tRNA	76				tRNA-Ala(ggc)
PAKPHHPE_01067	tRNA	76				tRNA-Ala(ggc)
PAKPHHPE_01068	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
PAKPHHPE_01069	CDS	1092	nupC		COG1972	Nucleoside permease NupC
PAKPHHPE_01070	CDS	1242	mntH		COG1914	Divalent metal cation transporter MntH
PAKPHHPE_01071	CDS	327				hypothetical protein
PAKPHHPE_01072	CDS	999	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PAKPHHPE_01073	CDS	1653	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
PAKPHHPE_01074	CDS	1236	yfeO			Putative ion-transport protein YfeO
PAKPHHPE_01075	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
PAKPHHPE_01076	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
PAKPHHPE_01077	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
PAKPHHPE_01078	CDS	114				hypothetical protein
PAKPHHPE_01079	CDS	243				hypothetical protein
PAKPHHPE_01080	CDS	1392	pgtP		COG2271	Phosphoglycerate transporter protein
PAKPHHPE_01081	CDS	1275	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
PAKPHHPE_01082	CDS	2007	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
PAKPHHPE_01083	CDS	1251	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
PAKPHHPE_01084	CDS	96				hypothetical protein
PAKPHHPE_01085	CDS	939	pla	3.4.23.48		Coagulase/fibrinolysin
PAKPHHPE_01086	tRNA	75				tRNA-Arg(cct)
PAKPHHPE_01087	CDS	942	yfdC		COG2116	Inner membrane protein YfdC
PAKPHHPE_01088	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
PAKPHHPE_01089	CDS	1308	fadL		COG2067	Long-chain fatty acid transport protein
PAKPHHPE_01090	CDS	285				hypothetical protein
PAKPHHPE_01091	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
PAKPHHPE_01092	CDS	2148	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
PAKPHHPE_01093	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
PAKPHHPE_01094	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
PAKPHHPE_01095	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
PAKPHHPE_01096	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
PAKPHHPE_01097	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
PAKPHHPE_01098	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
PAKPHHPE_01099	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
PAKPHHPE_01100	CDS	276				hypothetical protein
PAKPHHPE_01101	CDS	2001	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PAKPHHPE_01102	CDS	1215	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
PAKPHHPE_01103	CDS	657				hypothetical protein
PAKPHHPE_01104	CDS	519				hypothetical protein
PAKPHHPE_01105	CDS	369				hypothetical protein
PAKPHHPE_01106	CDS	249				hypothetical protein
PAKPHHPE_01107	CDS	375				hypothetical protein
PAKPHHPE_01108	CDS	1179	yfcJ_1			putative MFS-type transporter YfcJ
PAKPHHPE_01109	CDS	1002	flk			Flagellar regulator flk
PAKPHHPE_01110	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
PAKPHHPE_01111	CDS	1014	usg		COG0136	USG-1 protein
PAKPHHPE_01112	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PAKPHHPE_01113	CDS	660	dedA		COG0586	Protein DedA
PAKPHHPE_01114	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PAKPHHPE_01115	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PAKPHHPE_01116	CDS	675	dedD			Cell division protein DedD
PAKPHHPE_01117	CDS	489	cvpA		COG1286	Colicin V production protein
PAKPHHPE_01118	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PAKPHHPE_01119	CDS	1428	rocR		COG3829	Arginine utilization regulatory protein RocR
PAKPHHPE_01120	CDS	1398	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PAKPHHPE_01121	CDS	1422	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
PAKPHHPE_01122	CDS	1104	orr	5.1.1.12	COG3457	Ornithine racemase
PAKPHHPE_01123	CDS	1407	rocC		COG0833	Amino-acid permease RocC
PAKPHHPE_01124	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PAKPHHPE_01125	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
PAKPHHPE_01126	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
PAKPHHPE_01127	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
PAKPHHPE_01128	CDS	708	hisM		COG4160	Histidine transport system permease protein HisM
PAKPHHPE_01129	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
PAKPHHPE_01130	CDS	894				Epimerase family protein
PAKPHHPE_01131	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PAKPHHPE_01132	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PAKPHHPE_01133	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
PAKPHHPE_01134	CDS	555	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
PAKPHHPE_01135	CDS	1020	gntR_3			HTH-type transcriptional regulator GntR
PAKPHHPE_01136	CDS	444	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
PAKPHHPE_01137	CDS	273				hypothetical protein
PAKPHHPE_01138	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
PAKPHHPE_01139	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
PAKPHHPE_01140	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
PAKPHHPE_01141	CDS	1521				hypothetical protein
PAKPHHPE_01142	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PAKPHHPE_01143	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
PAKPHHPE_01144	CDS	456				hypothetical protein
PAKPHHPE_01145	CDS	495				hypothetical protein
PAKPHHPE_01146	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
PAKPHHPE_01147	CDS	1827				hypothetical protein
PAKPHHPE_01148	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
PAKPHHPE_01149	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PAKPHHPE_01150	CDS	936	hdfR_3			HTH-type transcriptional regulator HdfR
PAKPHHPE_01151	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PAKPHHPE_01152	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PAKPHHPE_01153	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PAKPHHPE_01154	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PAKPHHPE_01155	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PAKPHHPE_01156	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PAKPHHPE_01157	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PAKPHHPE_01158	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PAKPHHPE_01159	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PAKPHHPE_01160	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PAKPHHPE_01161	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PAKPHHPE_01162	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PAKPHHPE_01163	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PAKPHHPE_01164	CDS	1782				hypothetical protein
PAKPHHPE_01165	CDS	1002	cheV		COG0784	Chemotaxis protein CheV
PAKPHHPE_01166	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
PAKPHHPE_01167	CDS	462	elaA		COG2153	Protein ElaA
PAKPHHPE_01168	CDS	306	elaB		COG4575	Protein ElaB
PAKPHHPE_01169	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
PAKPHHPE_01170	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PAKPHHPE_01171	CDS	759	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PAKPHHPE_01172	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PAKPHHPE_01173	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
PAKPHHPE_01174	CDS	1368	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
PAKPHHPE_01175	CDS	258	pmrD			Signal transduction protein PmrD
PAKPHHPE_01176	CDS	378	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
PAKPHHPE_01177	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PAKPHHPE_01178	CDS	1647	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
PAKPHHPE_01179	CDS	900	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
PAKPHHPE_01180	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
PAKPHHPE_01181	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PAKPHHPE_01182	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PAKPHHPE_01183	CDS	393	ais_1	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
PAKPHHPE_01184	CDS	216	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
PAKPHHPE_01185	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PAKPHHPE_01186	CDS	567				hypothetical protein
PAKPHHPE_01187	CDS	1197	pncC_1	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
PAKPHHPE_01188	CDS	783	rhmR_2		COG1414	putative HTH-type transcriptional regulator RhmR
PAKPHHPE_01189	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
PAKPHHPE_01190	CDS	1290	rhmT			Inner membrane transport protein RhmT
PAKPHHPE_01191	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
PAKPHHPE_01192	CDS	177				hypothetical protein
PAKPHHPE_01193	CDS	1023	sseL	3.4.22.-		Deubiquitinase SseL
PAKPHHPE_01194	CDS	1191	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
